,,,,https://www.ebay.com/itm/385715193959?epid=24044266377&hash=item59ce6ac867:g:CgYAAOSwdnZkm17u&amdata=enc%3AAQAIAAAAwHu6s9wwSw8douI83of46KOCZP1T4MBzUgdIkTHgkZDa9I8S9uQStCVbB92Dp57WKfhv9wkEYKgc7U81FeQJiNQO1CVS1yzYc1p0Uex%2BPkXwIJsEynDuNWHoPyb%2BP2RwFopMNg2hnYUm2rN1u9yhDjZSKTzg3FXIj9WuhaDIRRwE3PwzYlMCwFcE1CVtK%2BhwSJiVWISasMZDDBDmspTZHlZsZgmczKU8aAThtI333JQ9Jmo%2Fxz7udMziU5R1tiRacQ%3D%3D%7Ctkp%3ABk9SR8ijuI2jYg
Dell Latitude E5420 Intel i5-2520m @2.5GHz 8GB RAM 250GB HDD No OS Read!,US,$69.99,Used,Dell,Intel Core i5 2nd Gen.,14 in,,8 GB,250 GB,,2.50 GHz,,Notebook/Laptop,,Dell Latitude E5420,Not Included,250 GB,HDD (Hard Disk Drive),,https://www.ebay.com/itm/175724258088?hash=item28e9fb6328:g:nssAAOSwu9ZkXsdT&amdata=enc%3AAQAIAAAAwKWrwhukjQ7%2FBcjWDan2n1ouWJN2ZQSLCgoKciPe2DpN0rCogOysZEy%2FemXfm3KEoGMx2FDrkQXTJ3UIB7HdChvumudCZvz0LngZVufY3yTVZWWloXLpw5YSYqjPCMZVD8BUoVQ7JOc3KrO5%2BPaIqabEE%2Bf%2B7UlL8FYZDPFuo58KXYoo%2FYnjIiiuZSxz6eHQ31O19EItbiDZstKHH62C5S9K4h4wE1uN2m%2B5ZPXw8j9UaggY%2FnKWhX0NRaFKPV%2ByzA%3D%3D%7Ctkp%3ABk9SR8ijuI2jYg
"ASUS VivoBook 14″ (256GB SSD, Intel AMD Ryzen 3, 3.5 GHz, 8 GB RAM, AMD...",US,$349.99,Open box,AMD Ryzen 3,14 in,Gray,8 GB,256 GB,AMD Radeon Vega 3,2.60 GHz,ASUS,VivoBook,Notebook/Laptop,1920 x 1080,ASUS VivoBook,Windows 10,256 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/175403320782?epid=21038889356&hash=item28d6da45ce:g:968AAOSwOW9jEmKH&amdata=enc%3AAQAIAAAAwJHdrQIJRrxpi%2FRoOI8FCvBkzxGR%2BPFyurnniWx17kD9iGVKAHfT0Z%2B1bvy%2BqK1bIrcq5MYTLaLWSZfsL66HK714%2FnP09qxyVl5PK1a5X3lpazwbZuMV96hZALyNVnjlmLgJJRBZj4lGYxHJRWi%2BFe4l6qskJDtoVpxsYKPkXGiHXQZoaAUBH7Ai69V2WPUb6lS%2BcWfxQQSPQILSBhlB4%2BNzt9MzQOzV5t3YcYgvy1vg%2B9fdqpIjmy1vI8MLnF8vkQ%3D%3D%7Ctkp%3ABk9SR8qjuI2jYg
"HP EliteBook 840 G5 14 i5 No Ram, No SSD, No power Adapter.",US,$65.00,For parts or not working,Intel Core i5-8350U,14 in,Silver,No Ram,No SSD,Intel UHD Graphics 620,1.70 GHz,HP,Elite,Notebook/Laptop,1920 x 1080,HP Elitebook 840 G5,Not Included,NO HD,SSD (Solid State Drive),,https://www.ebay.com/itm/385726804201?hash=item59cf1bf0e9:g:ZNkAAOSwkd5kocvh&amdata=enc%3AAQAIAAAAsLggjdhFiqoVyV3yB9fLIycd9lSBAfdblbAfznRcVlJVXCaXHCc1BHEpPrVOgcP5Gu9%2FTGPiaxd7w9Zp7ObZAzCdB8l99lgWwjGEzbTu0aOoNHPJUEb0p%2FTvN7j2fm%2B%2BQrmNOJsICDi0YDHchpWwXMTBghYaRk%2FmzziNUjuuS9b29ygjrd75BQ7ZNNYloY0DZ7CvnVMC%2B1wpVYJ%2FB13pJM%2FINTykET%2B6Y3gnnyHLZ%2F31%7Ctkp%3ABk9SR8qjuI2jYg
Toshiba Satellite A215-s5817 For Parts Or Repair,US,$4.99,For parts or not working,Toshiba,unknown,unknown,,,,,,,Notebook/Laptop,,Toshiba Satellite A215-s5817,,,,,https://www.ebay.com/itm/195841971299?hash=item2d99175463:g:bXIAAOSwsNFkjyC9&amdata=enc%3AAQAIAAAA0DpZIG33zdY9MlfonIKPX1OiRytAzOUMLnEYZIHrV5B5mLoIXnak0NgFNMuL7IexoP8Xm9HxXU%2BRsB%2FupRo%2BIE23WkpFyDQMX7uG2cDEZQlUjrK5wFcSHza8lI6qqBwHZTwKdrQhWa%2Fg%2BsLhQNMqocb5TzUSxiDay6oFW%2BFEyE5V0RZroV%2FlfXs7Nm1hLQfC4ZnDIO9pr79T0xLbOdTdeifyGiWT5VDmd9P63WCZSv5Pjntxm4pCyvsKHz9DdXZJc2okITJPWDQTMwc0ab6vqrE%3D%7Ctkp%3ABk9SR8qjuI2jYg
"Samsung Galaxy Book Pro 360 15.6"" AMOLED TOUCHSCREEN Intel i7 16GB RAM 1TB SSD",US,"$1,299.00",New,1 TB SSD,Intel Core i7 11th Gen.,15.6 in,Blue,16 GB,1 TB,Intel Iris Xe Graphics,2.80 GHz,Samsung,,Convertible 2-in-1 Laptop/Tablet,1920 x 1080,Samsung Galaxy Book Pro 360,Windows 10 Home,SSD (Solid State Drive),,https://www.ebay.com/itm/265433230891?epid=18048188728&hash=item3dcd0dae2b:g:xGwAAOSwSGliDmsf&amdata=enc%3AAQAIAAAA4Jf8bzLpAL7U58IhgmoqBohxlfQK%2B2zNCVhe7ZX%2FTeuxD2REKiHAX5ir1Ra1CftcWLQWrvoGwx3roNa8L7eIbhqCOPxs9Qq76A75KXNQweKL3GKCYnadbDEULMyhLuhHmyq5Uvwl5YJGj6480yOap86cF0zpI7Afyu076V8y7sWtcyb2Xk%2FVMjzfkWivL83COCbCxTDOlHmrMaKLZSEk8eosX0Uj1StwSZVaVhj%2F2bImpStH3w%2FUOxYEF7NUkAlJ%2BSgZi9pP0qpD7quxc%2Bo%2BRKRyjRIHiu4PV%2BLDHa3ubjXG%7Ctkp%3ABk9SR8qjuI2jYg
,,,,https://www.ebay.com/itm/225638756602?epid=6031583306&hash=item34891e30fa:g:DgUAAOSwY2VkmJwd&amdata=enc%3AAQAIAAAAsFlt%2FZIu4CvXbFxQSvoljMs0KoNGMSHIdVpT%2BZFmtVpqzNpGdN1QfErtNFlbLHwH8FX%2F5q4YzzGnjXGzl%2F3m17XtKLuhsKE87aRlpwJFVe3RNgbyMYCuZwVebNHedImy9PtcuucPoZCJ2PG6TKzSCzL28wliBzzsKc6DszF3xFUqtdI6pRJes6%2BRuRWNtPTMevIuxW0UHy40T6klexk1KyqVwfTvJZmS8Hj4FAvtt%2F6a%7Ctkp%3ABk9SR8qjuI2jYg
,,,,https://www.ebay.com/itm/325708166079?epid=3017690071&hash=item4bd5b833bf:g:NGYAAOSwj~dkmI8m&amdata=enc%3AAQAIAAAAwKUfOcsLVNY4gVg2t7sCt4GpVBOAm%2FNqoMHgYXpZRK%2BJWEmmy9x6YcnMQpx8CrZ57wWIalJZDehRXdFOfmaiREukzZTvTrf%2Bp5QC%2FBVEtJOIPdlHyF9aSfKLZvwBWCJNB1J4gOo1Xe%2BMSvRdjDv9KS7vIcs3XvIYyGE537oaZj0JHQrHV42T8Z4bnXSsPazkq3%2FmzS8oqjiFCTkJMWmGQDvXhr7FkBqxhmEBD7jR%2Bo58UOXsRfgoFMhVLQTrjgWs0Q%3D%3D%7Ctkp%3ABk9SR8qjuI2jYg
Google Pixel Slate i5 128GB 8GB w/folio keyboard/pen/Brydge keyboard,US,$173.59,Used,Intel Core i5 7th Gen.,12.3 in,Blue,8 GB,128GB,Intel HD Graphics,3.90 GHz,Google,,Notebook/Laptop,3000 x 2000,Pixelbook,,128 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/204377708467?hash=item2f95dc57b3:g:VToAAOSwUBxkmJz7&amdata=enc%3AAQAIAAAAwHQhnok6D5YF1lvlcexz%2BjhyLO5Ll%2Fqk1sA1leJxo6x0V05%2Fez2JEHnAfMIKTaE12N%2BtuG3zHELwpIH6uvRSnyJaEgKm6Q04vFiLt4lNAcTDHiMawCXqGz3W5xAU9knxnyvI%2FjYUgHyFjbdtMoiKDLuTx%2BFEfQ0P8Jl6a1NMjaN0umkjYRe%2FbBX57IHlVhNzk7%2B4JXGpELK4xMh3Dq%2B2kHbrdR7t5cVyi7NDOFojx94T8qCW%2BPoO%2F2J5VmYyBYqrHg%3D%3D%7Ctkp%3ABk9SR8qjuI2jYg
hp laptop 15 a6 dual 2.6 AMD 1TB HD,US,$52.00,Used,15 in,AMD A6 Dual-Core,,6 GB,,AMD Radeon R4,2.60 GHz,HP,,Notebook/Laptop,,hp 15 db0,Windows 10,1 TB,HDD (Hard Disk Drive),,https://www.ebay.com/itm/266312574616?hash=item3e01776698:g:pcIAAOSw~49kfOxa&amdata=enc%3AAQAIAAAA0KSD3BnIDOT1U%2Bs0y8YBRoamznkTmVv8z4pBeURYDuw%2By5ODO7v76EmKVuO%2BSQgPhkIAa4p6Zj%2FKhNtQ%2Fm%2BNuA%2FBI3sO%2BEVcVFxy7xlT9LAlAlm6KRDfLVkZEPAozLc0u6zpQmOvNflP0prMmxxscX173UsN6u3VP%2BX5rvBiRJo6w6xNsHJsPdqXyxL7zc26sYahrOYZlZhYHFWELa6AF%2B1flBzHEXMrfqW96fokJ8S5hD4bm2aYM7FW%2F5AuroIcwBP1s7peXqrzN7pIozSMvbs%3D%7Ctkp%3ABk9SR8qjuI2jYg
"Dell Latitude 5400 Touchscreen 14"" Core i5-8365U 8GB Ram 256GB SSD Win- 11 Pro",C,$144.50,Used,Intel Core i5 8th Gen.,14 in,,8 GB,256 GB,Intel HD Graphics 620,1.60 GHz,Dell,Latitude,Notebook/Laptop,1920 x 1080,Dell latitude 5400,Windows 11 Pro,8 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/166193203221?hash=item26b1e30815:g:xRIAAOSwYX1kmJi5&amdata=enc%3AAQAIAAAA4F6Tp1Iin0fWlp5R7hUmTe78q3%2Fffy73%2BwDbCmyThakfoe1OlaGloM37StITtAhDF%2Fd2t%2FTxEdjMFNDkRxw9Ex%2FLH4hsKdrKUNxj7kNFi2ZkQp5Ehp3WP3lq1BrVlUvMTNYozjLcqyuuKnej64SyYmjoGPJbExxGVfWM%2Ft4UaLVbCLFANa6vzdO5xFmHWeMjv2ApU8nvIrqyidBucfZtUKd%2BUuryBtQqGq8l0jeQKIVyfEFDqbiLPY4eYXp7bYL3jdi87FhaFYGB2grU65FTwycYPP%2FnZxl2O6ojtpUDc8EJ%7Ctkp%3ABk9SR8qjuI2jYg
"Lenovo IdeaPad Flex 15.6"" FHD Touch 1.8GHz i7-10510U 16GB 1TB SSD - MX230 2GB",US,$479.99,Excellent - Refurbished,Intel Core i7-10510U,15.6 in,,16 GB,1 TB,NVIDIA GeForce MX230/Intel(R) UHD,1.80 GHz,Lenovo,IdeaPad,Notebook/Laptop,1920 x 1080,Lenovo IdeaPad Flex 15,Windows 10 Home x64,,SSD (Solid State Drive),,https://www.ebay.com/itm/295018442825?hash=item44b0783049:g:tz0AAOSwK7BimRb6&amdata=enc%3AAQAIAAAA4E93gCKYVCUZh4hdNh0dlWrVZm62e4%2FVoRl3qGSTeU8SZylTTYzgmxe4obMeClpyHpbRAkkoCxRP3soNOvQVne%2B6fqSxh74PPnPXqhtCyIVAjPBxV96WtbvLBdKmPgmzjpr05Nmbz5nR7uBF1%2F4pKgRG3kpPBVcyYV9x7e363DYkhB%2BnIefK%2Bs6rEjW98Yu0915E5yHuCD20ono2PQUUGoiEVSo%2FQawl9CwJxtuueocmUWVlO74AthxOnj43Dknj4Hc0ZU1UJPd%2FQVQAwBhcYHFVozQb315kNIffmGZoUCyJ%7Ctkp%3ABk9SR8qjuI2jYg
Getac V200 Rugged Touch Screen Laptop i5-3320M 2.60GHz 4GB RAM w/Power Supply,US,$149.95,Used,Intel,12.1 in,,,,,,Getac,,Notebook/Laptop,,Getac V200,,,,,https://www.ebay.com/itm/185961321143?hash=item2b4c2892b7:g:ZoYAAOSw3N9kmzVG&amdata=enc%3AAQAIAAAA4P8kG16Ga8jy%2FsLDRv0mSh3nG6B4aZG3nxrZ9AcdhmeIXG31ZgkcwPMpkPEs5L3DXfPGQ2%2B0fXc%2FZKFkUYOKfBTI3C1GNClaP23HVvVthA4%2BXigMNsiJRP4DqMr2nFrqlWcHj9fWMF8Z1dHbMyIP38pzOcvClXLLs1L%2BnEkhzCaPuYIeBZswx9DEol8qBmC9W4kIALJI4GukLnqALaMaKq6zMKg5522Js1b%2FASO%2FauzhjZc88X67WDWFcH%2BaW3Bn4Yiec019vZmlLAvQLDJTuQuUu8GyCUKAGrODHaPru1sE%7Ctkp%3ABk9SR8qjuI2jYg
Lenovo ThinkPad X230 Tablet|Core i7@2.90GHz|8GB RAM |256 GB SSD\D|WIN 10. PROF|,US,$299.00,Good - Refurbished,Intel Core i7 3rd Gen.,12.5 in,Black,8 GB,256 GB,Intel HD Graphics 4000,2.90 GHz,Lenovo,,Notebook/Laptop,1366 x 768,Lenovo ThinkPad X230,Windows 10,256 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/175773334038?hash=item28ece83a16:g:owAAAOSwhmpkc3XZ&amdata=enc%3AAQAIAAAAwF3ilntMosw20D3EhuZY9cL7wrC73sL%2FhEksT4ZK%2FbrG521Po1MCwm7riUKbyTg9EiU46zWnh6jcLfOtrecJd4Izme56EE9uT4sxO0ipTaMHqGi58LfAFIxQB3W5qBocDniVYxznKV%2BJmnUD3PvfMff7DNpPmTwMeHduLR8SEqMzh2kqS9enlTS4JDwB%2BmCkcxg9IHP%2BbUSm4nt%2FOLcHPvslaJfAaWapt7q87a39DqpCuzmGnuOF8M%2BRZiuZKoDl%2BQ%3D%3D%7Ctkp%3ABk9SR8qjuI2jYg
"Dell Latitude 5330 13.3"" Laptop Computer Intel Core i5-1245U 256GB - Grey",US,$438.74,Open box,Intel Core i5-1245U,13.3 in,Gray,8 GB,256 GB,Intel Iris Xe Graphics,2.50 GHz,Dell,,Notebook/Laptop,1920 x 1080,Dell Latitude 5330,Windows 10 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/385720079451?hash=item59ceb5545b:g:-VIAAOSwzwtkmeyT&amdata=enc%3AAQAIAAAA4PrGoVNvq10jXWNEB%2BZxfivJ704ZpsDpAW0e2zsLJkaa6Dnhmkle%2BYrFJzPe7l2Epx25OW3%2F3l2bs9SM9D1Zp7yOncPDSxeAhU371z0KQXtSdfhcKe7Ggn6ZHIMw2tw%2B3jHnFOU8G5xB1CbVb6W69AaLEs3W6kRRSNdnU6hMWJfSJYWVHiPAPETduQIrW3FrGTZSQLNHh%2FuRQ1fB34TvZ2Bp3IkxFHEFdjomS83sB6lyZMul0YXaM0USgN4bspVA%2BukiijR6iZswmBTHuH5H65v6q5YRPpQthiE1642tDG3x%7Ctkp%3ABk9SR8qjuI2jYg
Dell Latitude E7440 Laptop BOOTS Core i5-4300U @1.9GHz 8GB DDR3 RAM NO OS NO SSD,US,$38.00,Used,Dell,Core i5-4300U,"14""",,,,,,,,,,,,,,https://www.ebay.com/itm/195845733756?hash=item2d9950bd7c:g:NAYAAOSwJD1km0Fs&amdata=enc%3AAQAIAAAAsCGC8L7KMWYsuvmhuOQrAVaEjqS5V9YM8%2BDGPgzqRotpBSzzB9KHlul26YMJ0M6rGtYBMl3XFbkDo9MOEtqJf5FUaAdJhPh4F68vQ9ESNzFi%2FKLHd9etEDKS%2Bq2U%2FXiecvy8IYawHcRUXr%2BcF1A1HVu6k%2BxklDQdXwXkoapRA7NSad26oxg%2FvoCKP%2FH8LKZqG3TkEhOO1KiU4JIy4U9Ia%2FpxKWPf0tUEBV7%2BNifJ1aev%7Ctkp%3ABk9SR8qjuI2jYg
"Dell Latitude E5440 14"" Laptop i5 4th Gen 250GB SSD 8GB RAM Win 10 Pro (Z3E2) L",US,$174.95,Good - Refurbished,Intel Core i5 4th Gen.,14 in,Black,8 GB,256 GB,Intel HD Graphics,1.90 GHz,Dell,Latitude,Notebook/Laptop,1366 x 768,Dell Latitude E5440,Windows 10 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/195449037443?hash=item2d81aba283:g:MpAAAOSwA7ZiWW9n&amdata=enc%3AAQAIAAAAwEnfLPnz7EGkUm76%2FQz5uL7wgzPbW5mH0hvmROEgoCsVpwHBcgApYb8xWdOLMKMMxla5o0GukIUZnXo7EATQ8fI6YareDFl5YWA0x7NevIYhOqZK8ZGb73FdHhyEfPAS9lQNddxwe72enb9ZSseoU4D4w2%2BhI4PseeCdTAcIJhGCXnSBw5I4x9fsSimbGm4m9AEiSN%2BgaxY7xsUct0nSfSbjLrryihBRDCDtKu0OhJYEL7hMypTPDV6wbS3%2FH2HSHA%3D%3D%7Ctkp%3ABk9SR8qjuI2jYg
Lenovo 14w AMD A6 1.8GHz 4GB RAM No HDD 14'' No OS Laptop,US,$24.99,Used,AMD A6,14,,4GB,,,1.8GHz,Lenovo,,Laptop,,14w,No OS,No,,,https://www.ebay.com/itm/134637237463?hash=item1f590134d7:g:Tp0AAOSwYSdkfeN3&amdata=enc%3AAQAIAAAAwJf4UHrwiCtSr2evDZVsF1Km7vhLnCCTTsYV5b1wtWXxsaEQM7eQ1p2JKAF4dVqFFFxXWo5GAS81rr7SyCkMeTfo8JhVHlk9jGemyYNCuwmns%2BBySrso8TGnWpIKxhs54Z5lbcktT94ErChqIZDqEJC4I5OeW4d%2FZj%2FGxdQHt1Sz9tKOYonSM6JfoJlD8%2B0ePja%2Fgmfndwbtvf3s6y1RkmzQzaFRb0tA9M98%2FXpVNyCuEela9jocLPs85WQx3Ls06g%3D%3D%7Ctkp%3ABk9SR8yjuI2jYg
