,title,currency,price,condition,Processor,Screen Size,Color,RAM Size,SSD Capacity,GPU,Processor Speed,Brand,Series,Type,Maximum Resolution,Model,Operating System,Hard Drive Capacity,Storage Type,test,URL
91,"Lenovo ThinkPad X1 Yoga Gen 6 14"" Touch i7-1185G7 512GB SSD 16GB RAM Win 10 Pro",US,699,Used,Intel Core i7-1185G7,14 in,,16 GB,512 GB,,3.00 GHz,Lenovo,Yoga,Notebook/Laptop,3840 x 2160,ThinkPad X1 Yoga Gen 6 Aluminium Chassis,Windows 10 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/334847713027?hash=item4df67a9f03:g:c0MAAOSwNI9kSEva&amdata=enc%3AAQAIAAAA0OSROyRJNBRQE1MjNyldbO%2FHTC0VENzpNyGmTo16B3xVuNhqFb8fUjzdVMgt0qANYZtJ02QGmRkmh4TCmaqaXRAri1QgSLYPQERqgPzFA9VGH80PL0vllnXZevOYGVdu7%2Fx59fbI1B7Oz4z5qXQwMkGKmg7488u2n0R2nLzCNTZO9%2B3rqK0%2BD7%2BpO91Ell%2FgNVoSUhORevz3XMf9ONTk9HgWnr1UClMT1PCvWlFZuSalmj1qSYoKYC7dJqtvWmWZXqwIVR%2F8IGUxfl7oN009Fyg%3D%7Ctkp%3ABk9SR7i-v46jYg
93,"[ON HAND] ASUS ROG Ally 7"" 120Hz 1080p - AMD Ryzen Z1 Extreme Processor - RC71L",US,899,New,AMD Ryzen Z1 Extreme Processor,7 in,White,4 GB,512 GB,AMD Radeon RDNA 3 Architecture-based Graphics,,ASUS,ROG,"Casual Computing, Gaming, Graphic Design, Workstation",1920 x 1080,ASUS ROG Ally,AMD Z1 Extreme,0,SSD (Solid State Drive),,https://www.ebay.com/itm/175793458582?hash=item28ee1b4d96:g:7OIAAOSw4pRkh71S&amdata=enc%3AAQAIAAAA4D6hvOBlgujCaTU2SERBI7ROYajRPj8DLjCEBPK2E0duGG5RqPDVb8rSMIz1fKCf%2Bu%2BbHSkKeeDdspdkZ9LMeTtz6LGOzCnH6yJ1J%2Bd0UYe6YSj5VBwpfF9RiO0pbLuyqpwmgG7juvot0pZzB0Hx6L7xAxRk0ZgsgQyPfL3O8pw%2BJ9ytuOsiqb0O86YWQg3J2bNdsRYyE5fRxTIpBxvpgPd1nQ59y28yOtQ9oL%2FxIknCi0%2B5L0YLbVC%2F%2FmuIUdiJHXFlap%2FUsr2bdo4%2F0qglkAbbsEetu9VbQcR%2FbJ0RE5PH%7Ctkp%3ABk9SR7i-v46jYg
97,"`Toshiba Satellite S55-C5274 15.6"" Intel I7-5500 12GB 500gb SSD Win10",US,199.98,Used,Intel Core i7 5th Gen.,15.6 in,,12 GB,,,,Toshiba,,Notebook/Laptop,,I7-5500,Windows 10,,SSD (Solid State Drive),,https://www.ebay.com/itm/394695841782?hash=item5be5b497f6:g:NYYAAOSwQlRklGpC&amdata=enc%3AAQAIAAAAwJc7z8frwmFUkdftF03pM16B1kj5Mcm0DuhY6nekBgnzNwSMBdsDo5CA8hxqvrgTKAkWUvYJgrh4QLs6fV7jXhp4Ik1tH70QMtBAqPFoBaJeSNrnZR8aXqMe5PZ9GpscJQ%2FmXjg3T2LAuR8OZCSfj6GREOkSCwikHTejjTjsa2dqWu3%2FaaBKUoLmPfe08RCa6pBBKwHxbbl0WSewLc3puhlI0Fkn4GNhcgqT5%2BZM23XFsXWJK%2F%2FfB5tgGi7AZ1K94Q%3D%3D%7Ctkp%3ABk9SR7i-v46jYg
98,Dell Inspiron 1721  Laptop,US,40,Used,AMD DUAL CORE,17 in,Silver,2 GB,,,1.80 GHz,Dell,Inspiron,Notebook/Laptop,,Inspiron 1721,Windows Vista,,HDD (Hard Disk Drive),,https://www.ebay.com/itm/354797979078?hash=item529b9b85c6:g:aQgAAOSwn-NkaSiH&amdata=enc%3AAQAIAAAA0AjbRRmEUWwN9sGorpqjtvu%2FHo7lomUaG7pAyZFMLnZH5KZH6IQBPplRAzQn63LFRPCENMjsDGWRtRAYg7tqQmBh8TsnJW30cZk%2BMTpcZJJhA5NMZOxqv%2FYxWxQNt5%2FuVoqQcPiMcnvQ541nHCt1GNyEOyLpzBXlAQaMyAXc6qOksc3emNH7CdSvri1pzIrWHVUWZRxLhMHgCWmuHfBfqsx0kjBHcbfWCz1pX3N4lCmERKIqxTXVomG0ln0le4V8hjsFwBrObbf8jlb1l%2FNCkUU%3D%7Ctkp%3ABk9SR7i-v46jYg
100,"ASUS VivoBook 17"" Laptop 512GB SSD 8GB RAM Core i5-1135G7 D2",US,242.5,Used,Core i5-1135G7,17 in,Silver,,512 GB,Intel Iris Xe Graphics,,ASUS,,,,VivoBook 17,,,,,https://www.ebay.com/itm/204379323590?hash=item2f95f4fcc6:g:CzgAAOSwAzNkmuf~&amdata=enc%3AAQAIAAAAwNnQU957lfljx3TSDoW5YiAjR0GHhE%2FBNz5gjiomrd%2FBEK0xFLkvO0ptTISVF41iwW5RshWb8nAG5yje8PF9jnFp0DXWP74b3lVQUZi1%2BJWZ1tZ%2F7w9k3%2Fn2gA77Qjy7q8BD5orGoBqMV9q7vpifVSym2XJdKZJckK5zz%2BaNQVUNdQGkx2P5Yn%2FP%2FmT%2BWg3yQTi6LpgF2vIbh1cqRLxkx%2Fj6TOoYJJh9Orf8VIgFdv5Gnnqo5wriI6at%2B9RxxkuF2Q%3D%3D%7Ctkp%3ABk9SR7i-v46jYg
101,"Dell Latitude 5520 2.40GHz i5-1135G7 16GB RAM 256GB NVMe SSD Win 11 Pro 15.6""",US,260,Used,Intel Core i5 11th Gen.,15.6 in,Silver,16 GB,256 GB,Intel Iris Xe Graphics,2.40 GHz,Dell,Latitude,Notebook/Laptop,1920 x 1080,5520,Windows 11 Pro,256 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/354885410374?hash=item52a0d19e46:g:ypwAAOSwA21kljPX&amdata=enc%3AAQAIAAAA4My2bNXC3r27kF1IzrwjwooyWH5sAhrod2pXp56LsE75GEYKFrUYnbNaG%2FRTPrc%2F0SPctI13hs1%2B5EslnZVxJeIdaUNhtcjQMu%2BVE2xP%2BjWO9HVp%2FTQFiHiPPS0JnAwSUWcKvIgL3ff%2F5GThEa8IEcieTJGIhNdEETGbsrsC9BDwyPvZ0yt8J9Y5Pzdwb9eGOOPvNEKirPWc%2F1LvcG2ss8OSOB6ynD4x7P5oWseouUwWLc%2BIaRM%2B0iAe2y5iTKpRQ1bRp8nuR9ESQrWYP0W8cnEHjnD8GLBFtwjjdQ1nTi%2FD%7Ctkp%3ABk9SR7i-v46jYg
104,"Dell Latitude E5520 Intel Core i5-2520M 2.5 GHz 4GB RAM 128 GB SSD 15.6"" HCVGMQ1",US,20,Used,128 GB,Intel Core i5,15.6 in,,4 GB,,2.50 GHz,Dell,,,,Dell Latitude E5520,,240 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/385671921490?hash=item59cbd67f52:g:HAoAAOSwTDhkg34k&amdata=enc%3AAQAIAAAAsJl7WIGKIynKe1qqR0IGvDZ95JJ7KYx91BW4N2DU1G45XbnymUw%2BGOk%2FYc6xtU3nmJmLYngQM64NzG%2F%2F%2BfM1sXGxNYY2Kf6z4HxmYexW9URVhMacarmHcb%2BKEOZGvAn4gGy3ATRErF8%2BYYhPwEH2hFWYYNBiNk78K4E43HsIolaSwQuu61yU21Kc5DFZDAc3wyDLyQT2dVA5Srfay%2Fovry4YjzOL%2FM5r0bti9bwFogZr%7Ctkp%3ABk9SR7i-v46jYg
105,"Asus VivoBook X515 15.6"" Laptop Computer Intel Core i3-1115G4 256 GB - Gray",US,207.5,Used,Intel Core i3-1115G4,15.6 in,Gray,8 GB (2 x 4),256 GB,Intel UHD Graphics,3.00 GHz,ASUS,VivoBook,Notebook/Laptop,1920 x 1080,Asus VivoBook X515,Windows 11 Home,,SSD (Solid State Drive),,https://www.ebay.com/itm/385714143661?hash=item59ce5ac1ad:g:XqIAAOSwPIJkmufz&amdata=enc%3AAQAIAAAAsCkVUUBCPfs42n1UwEFFs5YIvv%2B264JG5ObU8boVumaNz1Ppug4LHZPcTGyHSKuhskOCY7H3LpqYsC9jPAJy25IcCZztCMBWcIMlDnzLRApwnxLi29tyDBFjnOUR1xn%2FAAe%2FWX%2B%2FIcBRywOt3kBJwDGaC6gunJqfwcuYgViFo02B4tG63w8%2FCPShupSG5A8taCfAK7IDVO5ww0qu3vIrUkI1cfREXubXzq%2BGX0tIFYUM%7Ctkp%3ABk9SR7i-v46jYg
106,"Acer R3-471T-39EZ Laptop 15"" Intel Core i3 5th Gen READ DESCRIPTION -PP",US,100,For parts or not working,Intel Core i3 5th Gen.,15 in,,,,,,Acer,,Notebook/Laptop,,Acer R3-471T-39EZ,,,,,https://www.ebay.com/itm/325215357814?hash=item4bb8588b76:g:~~sAAOSw9D5imL1J&amdata=enc%3AAQAIAAAA4H0%2BGWIZLpSp8udwBBmLJYjauY9UezLOqcqYSdOWjDTHd%2FJgRMb6bo60RbjS%2F4isTA8XNG30%2FgdJ7PvLE7MldC6UZB8ajp76tUHs5YP8Qgvdmwiezd8hindj4ibvBdExkxakgXjqEbi5UiJiaLpRstD0tgHdjY2HOCe14sFB2wUKO8oL08qgMcMTLyoSCI%2B5Qjkc3z7gL%2FqHFaozZhR1zEts10mIU89NxS7MjNBNQOBW3Dtn3WenSX7SxIPxZnOW1OGf%2BwKnxrnkyJqqPk6NVH8X10DuBXPqBHEKpuN%2F45xW%7Ctkp%3ABk9SR7i-v46jYg
107,Dell Latitude 5290 2-in-1 i5-8350U 1.70GHz 8GB RAM 256GB SSD Windows 10 Pro,US,129.99,Used,Intel Core i5 8th Gen.,12.3 in,Black,8 GB,256 GB,Intel UHD Graphics 620,1.70 GHz,Dell,Latitude,Notebook/Laptop,1920 x 1080,Dell Latitude 5290 2-in-1,Windows 10 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/185960138474?hash=item2b4c1686ea:g:q8MAAOSwY8BklZJ3&amdata=enc%3AAQAIAAAAwELxA70JFz75rWjngYdsk2kjJlcB4GuFztNoQAab2%2BkMdQgdsydzaGsDIpxnYhmur9gz3F%2FVGTxtjQBAi5xjKWDdL2vmghM40Y2U0Srk7YCyUVjF9Q8eg6iUkc8N9XIj6RGF7vgQKohHLTPB05RQBLs%2BoRa6EKvBc%2BFe%2FCIjs0RH0v4CDRj57Z71UnOsv1q5q8cJ1XE03%2Bugc5pjkpwuqcYdePsWEjjvlgOiUkuj9H2dqIHd%2F8ROoTzH9K0%2Fog7%2F4w%3D%3D%7Ctkp%3ABk9SR7i-v46jYg
109,"Lenovo Legion Y530 Gaming Laptop - i7 8750H, 500GB SSD, 16GB Ram, 1050Ti, W11H",US,379.99,Used,Intel Core i7 8th Gen.,15.6 in,,16 GB,500 GB,NVIDIA GeForce GTX 1050 Ti,4.10 GHz,Lenovo,Legion,Notebook/Laptop,1920 x 1080,Lenovo Legion Y530,Windows 11 Home,,SSD (Solid State Drive),,https://www.ebay.com/itm/166203726757?hash=item26b2839ba5:g:TRwAAOSwZItkn0G5&amdata=enc%3AAQAIAAAA4McDRE%2FxbQaNW5lE1L0V3Egb5deUTJsobCqXhwu6ZbCKAMt5k3%2B59VB4UwXEjN%2BcAc8EZz23ZH%2FMtaL6jL6E%2BovK5TR4YrO4wRzMlU6n7pU2MSinOudtpcEb7P9gYX8wuHmo49D7ULIEEgXP%2BCE4JCpjZDUNUEGLqm%2BH%2Bfpx803e1ljStELtU%2BcXcrmfscOJw1ByKiAkUl0YswsdNomuIuUg2sZD2WcMnuKOc7QhCauEITiV%2FB8DHga1p3YNXWml1RqKpIaxaZgCQDT7ZhFK4gFDh9geFDrCIJsvbk%2FW59%2F%2F%7Ctkp%3ABk9SR7q-v46jYg
111,"Dell Latitude E5420 14"" Laptop Intel Core i5-2410M 2.30GHz 4GB RAM 250GB HDD",US,24.99,Used,Intel Core i5 2nd Gen.,14 in,Black,4 GB,,,2.30 GHz,Dell,Latitude,Notebook/Laptop,,Dell Latitude E5420,Not Included,250 GB,HDD (Hard Disk Drive),,https://www.ebay.com/itm/385716481479?hash=item59ce7e6dc7:g:IXEAAOSwvYdknCZG&amdata=enc%3AAQAIAAAAsDto9Gx%2BgpRYJQuSiAEc%2FDAxD2Ua1TFsf4DvjFeP92rL10SiEz90eOiUB8GntJLRc0GSwxaqx%2Fpk10dtSJgi7FEl8P7LXCfJebPDGkocMYOyNP%2FUlxXlIUyu%2F6yzvY7wfh9oPJP%2BLXUxvh8yu6mpjij66OiWgaCLq1uGSKPrTkDmZnjv0tL0bvlgm9piTv9xnsXLPBy9FpfjAu3juJhMmTexYxUVxM66yTjx8M9LdC6D%7Ctkp%3ABk9SR7q-v46jYg
112,"ASUS VivoBook 15 15"" Laptop 8GB RAM 512GB SSD Core i5-1135G7 D1",US,250.5,Used,Core i5-1135G7,15.6 in,Gray,,512 GB,Intel Iris Xe Graphics,,ASUS,,,,VivoBook 15,,,,,https://www.ebay.com/itm/204379316572?hash=item2f95f4e15c:g:QwgAAOSwxNRkmua3&amdata=enc%3AAQAIAAAAwOLBY8VW9E2SjvEloOiTTnZ0xmfB0Vmn16SawLxmahQzPoaUwWido%2BtNLrEpdrd1vbToevyYDp1ZgcO%2FesGdDz%2FgT%2Bd6tp7Ml6AwNIri%2F5%2BJWxh96pUXY2CEMPRRSjDNiV60npLlrkmE2KYwK45%2BNjuaIVVPRjQfZ4THllC%2FABqH29jiuwK9BB1E2oKPYjzd9hQija%2FJG2Ex%2BF0mFjwA3AfBzYEI%2Ff5DK63FjibhnM%2FNJuFxRYpN%2FEVpzkZJJhgUqw%3D%3D%7Ctkp%3ABk9SR7q-v46jYg
119,"ASUS Zephyrus G14 GA401IU (1TB SSD, Ryzen 7 4800HS, 1660 Ti, 32GB RAM, 120Hz)",US,570,Used,AMD Ryzen 7,14 in,Gray,32 GB,1 TB,,,ASUS,ROG,Notebook/Laptop,,Zephyrus G14,Windows 11 Home,,SSD (Solid State Drive),,https://www.ebay.com/itm/285360422812?hash=item4270ce7f9c:g:U3kAAOSw6u5kjxD8&amdata=enc%3AAQAIAAAA4CWzFGac9Sbm%2F7j%2F4sdRzAa4QvlCa15LfpImza3tuVXBVSUFe1k%2FF5TYAF3YDTPE2qaACKYs%2BDBnIKdzivQc%2BDAdPHuSDUK0xPn2ejf8Cf8%2BwYhHrzape%2FjeVYON8qoqEqKG8b2Hhor%2F5VNp3CQ2ldVMqK%2BBMv4%2BpbhTaHlA3Tlba1d5i6iPpKKntxiaB467GOqex4YF9zXN3cVE2E16zNcg35vw5JEohkybrZCb7ANK3fWItdpwVNdU79rzuatr682suBpYxUuue1NPRSyQ%2BdFslsvrLDEqPiiEDvCwpRnI%7Ctkp%3ABk9SR7q-v46jYg
121,"ASUS Zephyrus G14 GA401IU (1TB SSD, Ryzen 7 4800HS, 1660 Ti, 32GB RAM, 120Hz)",US,570,Used,AMD Ryzen 7,14 in,Gray,32 GB,1 TB,,,ASUS,ROG,Notebook/Laptop,,Zephyrus G14,Windows 11 Home,,SSD (Solid State Drive),,https://www.ebay.com/itm/285360422812?hash=item4270ce7f9c:g:U3kAAOSw6u5kjxD8&amdata=enc%3AAQAIAAAAwIjgYsS1UTU2Jifz0o2%2FLZO%2FffkY91OTd6OFz6bXNUOH5mkuJKDK6%2BopZRjIyA%2F1DfB%2FOFUzBA3iRULwVtG9rIA80X8XJSGQk7gMtEIBD7uCOnPUGXfr5ydpuDE%2FmlYOKxkUmT84xPqyFJVflVAS%2F0Xjy0VfMucCvNatDnbJvdbcUd37ujFxqtk9Tvg89qsk1vYHyh2Oj%2BRkkMs6iArl7SiCWOkVl12xPkg2NhAf2viwl0g1svRESi8AJ4gIQKJG6w%3D%3D%7Ctkp%3ABk9SR4Duxo6jYg
122,"HP ProBook 650 G2 15.6"" Notebook i3-6100U@2.30GHz 8GB RAM 128GB SSD Win 11 Pro#2",US,69,Used,Intel Core i5 6th Gen.,15.6 in,Black,8 GB,128 GB,Intel HD Graphics 530,2.40 GHz,HP,ProBook,Notebook/Laptop,1366 x 768,HP ProBook,Windows 11 Pro,128 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/314677803620?hash=item4944423a64:g:hjcAAOSw5v5kmiS0&amdata=enc%3AAQAIAAAA0LubF9bhsbDE6SVznL9b1mK7KTFqdKAgithbs3vVSOu3DErIH%2BTcMoaNmfwJ%2BU9OORh8DT11RCERm3dAvQo%2B8kOgqpYUMNGlTyWI5O6bNC547TuxCJDlwa2%2FPzCxPoaFiff%2FHGsbrIytzoz2UC%2BxVyTRoVEUiJOL5E5Nn3TF5wF5YfIXXfNpBlKyoX3Xzi%2B%2BEr1yV%2FRPANhlxs0h1dcwLyVkHbez3xajDYM7ZnhzCnB1ZddmPrMI%2FOpBNFZ5fycBhRtdmUTtPTdKmTNCsSj5UfY%3D%7Ctkp%3ABk9SR4Duxo6jYg
123,"New Dell Latitude 5420 Laptop 14"" Core i5 -1145G7 8GB RAM  256GB SSD Win 10 Pro",US,429.99,New,intel i5-1145G7,14 in,Silver,8 GB,256 GB,Intel Iris Xe Graphics,"base 2.6GHz, up to 4.4GHz",Dell,Latitude,Notebook/Laptop,1920 x 1080,Dell Latitude 5420,Windows 10 Pro,,PCIe NVMe Class 35 Solid State Drive,,https://www.ebay.com/itm/394402255412?hash=item5bd434d234:g:PAYAAOSw05Fjbrsn&amdata=enc%3AAQAIAAAA4Dx7Y1SRVuFKH694O8zv1WEIXNt1qqqo6qEmayQAyzwIjwQdCHXxyx4z%2B%2B6mqUEArxynQUDNy9cw7chYqIqt224s3Z3ahIaUpL07sjBNx5YDHoSeCvk4WPpM41vzuc%2FBAB4GpWZbIjldfVV3u2cRG%2FQx3NFhyX2NmJlhwBiaTK4jZbTFoY0ITbxcR8FV3hQ97qqy7AcOkr7objqgRA3Z3XlwkFdo5djn3XQ8w4hmSVxzZMjVSlpjdMi8UbnQtD232iI7BQlUJzjKxXjEU38bVr0SEdNXYeoL%2FACCQDsgXBLF%7Ctkp%3ABk9SR4Duxo6jYg
124,"Dell Latitude 5420 Laptop 14"" Core i5 -1145G7 16GB RAM  256GB SSD Win 11 Pro",US,424.99,Open box,intel i5-1145G7,14 in,Silver,16 GB,256 GB,Intel Iris Xe Graphics,"base 2.6GHz, up to 4.4GHz",Dell,Latitude,Notebook/Laptop,1920 x 1080,Dell Latitude 5420,Windows 10 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/394402256153?hash=item5bd434d519:g:PAYAAOSw05Fjbrsn&amdata=enc%3AAQAIAAAAwKtzgGq3dWUVS2jYzxSltp6tTLApPUuJw%2BrkwQScJI2y5JsgAHO2wF3x1XGsKlD6llCyQeg5T1Roh3Lic4PBcBhSTTRrFk5Le4TJeRZHaN2ouVT3kfMqWBQjcUgsyM8iL0RuZZluaQpZqedueyl78ypqR%2BRcdkqSGDO0aHrMG%2BTYhViJ%2FZzbpbbkY4uNVzWYPgp7pxAJ%2B8vS%2F4adrU4K9DwNTNI0Ui%2FjwjQxvbprlYPdp%2BAE13fhwK2T3oNIZzOBhQ%3D%3D%7Ctkp%3ABk9SR4Duxo6jYg
125,"2021 Dell Latitude 5410 Laptop 14""  i5-10310U@1.70GHz 8GB RAM 256GB SSD Win11Pro",US,289.99,Open box,Intel Core i5 10th Gen.,14 in,Silver,8 GB,256 GB,Intel UHD Graphics,1.70 GHz,Dell,Latitude,Notebook/Laptop,1920 x 1080,Dell Latitude 5410,Windows 11 Pro,256 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/394361634867?hash=item5bd1c90033:g:nqUAAOSww2JjinqD&amdata=enc%3AAQAIAAAAwJDIMC4WTrY2Trqb5hIMlSQwVQFhAXvy8rXeCypLRr1pa9MBnCEgtExLYpTbcThkf0nf8u7PlLKrXRC%2BTQTYIayEKGprpAEzHUP6gHuqt31lcJniZsbk%2BBTv%2B2p9IRG1%2BwJiSLrTLmz%2BKHyeG1ADG98Z%2BCsaWlzmwAUruiGbzlBYLlOPgzdYmAYJ5vWBXKy6zZSq9XYVSvzEtHyy608KYQGkc1k7ccPCuJsVlg87O2lyxRUEN38vaSrKMCCxANkDYA%3D%3D%7Ctkp%3ABk9SR4Duxo6jYg
126,"Dell Latitude 5510 15.6"" i5-10310U@1.7GHz 8GB RAM 256GB SSD Win 11 Pro- New",US,374.99,Open box,Intel Core i5 10th Gen.,15.6 in,Silver,8 GB,256 GB,Intel UHD Graphics 620,1.70 GHz,Dell,Latitude,Notebook/Laptop,1920 x 1080,Dell Latitude 5510,Windows 10 Pro,256 GB,PCIe NVMe Class 35 2 230 Solid State Drive,,https://www.ebay.com/itm/394361926123?hash=item5bd1cd71eb:g:JjkAAOSw7Uhjb~7b&amdata=enc%3AAQAIAAAA4KV98ifklLL9C6UqNDYbpy62ypYLAwyRSVa6gehtc4f0%2FbjFoGUqfr5MXC4eJt2e3G91EELJ1zhONY47RjMGot2aPL6Nkw3QJ6mLqalgQrbW9QxreDrhu9M9OTv0iszPaHLUdZjML5pnz6dL6ICTZ98bnIspP%2FDcNdTlu7eErSmtNvNRsdmF6nPnrRa1ab7DlY8hm%2B7ay0QczXsbrM4Zzh5O7HgGMzE5iyushx5ywKn0K%2Fs8T8MI06jfzR2NcX0rA4uHAJrWIQ6ow3YP9T7Rabqj%2BIJZXssxn0n2JXG7aSY%2F%7Ctkp%3ABk9SR4Duxo6jYg
127,HP Pavilion x360 14-ek0033dx 14'' TouchScreen i5-1235U 8GB 512GB SSD Win 11 Home,US,430,Open box,Intel Core i5 12th Gen.,14 in,Silver,8 GB,512 GB,Intel Iris Xe Graphics,1.30 GHz,HP,Pavilion x360,Notebook/Laptop,1920 x 1080,HP Pavilion x360 14-ek0033dx,Windows 11 Home,512 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/394415708051?hash=item5bd5021793:g:9E0AAOSwNEFjvLaq&amdata=enc%3AAQAIAAAAwPogbn1FoaJV4PGNHN%2FGrYba0yxRsd%2BKVXzirY6tE7zWs9gJrYYe62fRQ%2FXUbB9mEu%2BmxdYDCzxeRFz3jMjDKU5OPxPZaW8EiGBA4C8pf6t7WH93ygwaLLGV0Ww0pfFlCLYIhKIIiv%2BH1eU%2B%2Fk0YGLDrpAlbUbiUwMb%2B2%2FJoZL2ZhfJd4k5zEw%2BEMdnpVSn%2Fjh4qFcy0ixbejpF80WQXk%2FbVoKATKCkRhQfNO%2FDz4ZVMxmAHd18rG4MwMwoC%2BVQ4iw%3D%3D%7Ctkp%3ABk9SR4Duxo6jYg
128,"Dell Latitude 7400 2 in 1 14"" Touch Screen i5-8365U 16GB RAM 256GB SSD Win11 Pro",US,319,Open box,Intel Core i5-8365U,14 in,Silver,16 GB,256 GB,Intel UHD Graphics 620,1.60 GHz,Dell,Latitude,Notebook/Laptop,1920 x 1080,Dell Latitude 7400,Windows 11 Pro,256 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/394361636812?hash=item5bd1c907cc:g:JxwAAOSwSlVjinUz&amdata=enc%3AAQAIAAAAwEC%2Fln%2FZ3yQpC%2BL%2FIeZp3PpatHPgfA8le1nouG48kbdSXPrHrdgnEz1a2b6U%2BgTq9sX44s7uUr47QCAmPYpykfX78YsbRDr%2F6K9rAUHp3lL8AsSxp1RpNkHePYl%2Fpe5j%2ByJCfnrDHSJ622YfmkO2GA3bQcEJgTXL4FUE0BcM207IdFPehjb8BeKYNl2vJ81r2rV8Nc6DFitBPs1i7f7ieqZwc5zyeIdHLGg54BPcuvRemzrhF6P3vyiYmOMidZYfGw%3D%3D%7Ctkp%3ABk9SR4Duxo6jYg
129,"Dell Latitude 3520 15.6"" Core i5-1135G7@2.40GHz 8GB RAM 256GB SSD Win 11 Pro",US,299.99,Used,Intel Core i5 11th Gen.,15.6 in,Gray,8 GB,256 GB,Intel Iris Xe Graphics,2.40 GHz,Dell,Latitude,Notebook/Laptop,1366 x 768,Dell Latitude 3520,Windows 11 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/394691586904?hash=item5be573ab58:g:B3QAAOSw-wtkjf1n&amdata=enc%3AAQAIAAAAwNYNgxbPF8uolhNowXb5Tp4TEAyeotyocHeP%2Fg0FBWVTDmCc9hWSUIblO9OojeIDuWBMQwJFVF%2Bn8P4M6ri6Huv0c%2FBMvebXKTFld%2BvJb6oLUw%2BJOmHZv14EeVl4Zb2vw%2FC4GVfiTR2AvOX3hmvGX7YsfoYC4CKhR0hfLFC%2B%2ByUDpsE8gXSpDUoT6A6FSgHfLnwMuluI7VodwloigqQXLF3%2FGAh9s5urp4fw2vizRU2IViKbomqIdSY4m1TFQWY9SQ%3D%3D%7Ctkp%3ABk9SR4Duxo6jYg
131,"HP EliteBook 645 G9 14"" Ryzen 5 PRO 5675U 16GB 512GB SSD",US,469.99,New,AMD Radeon 5 Pro 5675U,"14""",,16GB,512GB,,2.3 GHZ,HP,EliteBook,Notebook/Laptop,1920 x 1080,EliteBook 645 G9,Windows 10 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/394394229934?hash=item5bd3ba5cae:g:w9sAAOSwoKNjp3wv&amdata=enc%3AAQAIAAAAwLTeZJamGHgBfKmd%2B0DFeLosKJyMlsxLktwXyNnLD8XL9GbIuQE4yA8X8WzseYZjUlBUU88SBwIVJjnnESSRVuJkef5EQdzIll20a4VEkk17YlrD1B6cfzrW%2BFRYRtPsB9BXlG2mJmQUrbJpx%2Fk1nValsAvDAxaUNiCemEjjw%2FyEjtELW5pYBY991OuhT7pzy%2BLCLeusLekXZK4EAAYwdLya0FFhc0AoLbCyg70Lm7omJtythtFNgKYas1SjH%2BIC9A%3D%3D%7Ctkp%3ABk9SR4Duxo6jYg
132,"HP 17-f001dx 17.3"" Laptop - AMD A8 CPU - 16GB RAM - 250 GB Hard Drive - Win 10",US,99.99,Used,HP,AMD A8,17.3 in,,16 GB,,,,,Notebook/Laptop,,17-f001dx,Windows 10,250 GB,HDD (Hard Disk Drive),,https://www.ebay.com/itm/185965754714?hash=item2b4c6c395a:g:DpEAAOSwN-hknxeq&amdata=enc%3AAQAIAAAAwOtkdT8upMlpmwNSJEQkulMHJr5tUK8Fo7dOMfeQDrHiEdi1q7Mb4sZnrvWOWgJU%2BN7reu3oR6RHpzmKiYtD7z%2BGSH4R%2Bujx4hUc6K0iJhh6bF0UZRkvDaVJrnAZH89tUj%2F7gjQiXlJD7KeEGLcaWN6X1VU82qJhxpuSgWR8ypYrmbDKG6Cd7NvQK%2BcEscF1etCngkrM65RJwo3slHtKcbV9ik9aDCcnJ8Zq9ZCZKvMCK%2BeFe3W3qGkAXtFUiiLWRw%3D%3D%7Ctkp%3ABk9SR4Luxo6jYg
133,"Asus ROG Strix G513I 15.6"" Laptop Computer AMD Ryzen 7 4800H 512 GB Eclipse Gray",US,714,Open box,AMD Ryzen 7 4800H,15.6 in,Eclipse Gray,16 GB,512 GB,NVIDIA GeForce RTX 3060,2.70 GHz,Asus,ROG,Notebook/Laptop,1920 x 1080 (144Hz),Asus ROG Strix G513I,Windows 11 Home,,SSD (Solid State Drive),,https://www.ebay.com/itm/404353229961?hash=item5e2554a489:g:8xAAAOSwIo1kmuUb&amdata=enc%3AAQAIAAAAsLKlYmvgNBmPbq2Uya9PiUj%2BbliiGvSmJhjMUMcY2G3Qsh6n%2BIpE%2BrolPfEgNv7OgWT59CW8uzWNYnzrbs3TsZzbg95NnMelH8eaG1fJi53dW23oub9GA1cKTBrv2s%2B22itFBgO6PuX%2F0brzCrzZj%2BAeZ0eQ%2FR6uuZ%2BhDXwWl3t8Ojd%2FkEeEooDLpGfO9t9pQCzEQSCg215qtu3Q8lMxc%2Fv3r3DPL5XhPcGKYvvw%2BdHV%7Ctkp%3ABk9SR4Luxo6jYg
